ReportIDNumber,ReportTitle,TeamTitle,ReportDate,HeadingPlayer,HeadingTeam,HeadingG,HeadingPA,HeadingBF,HeadingAB,HeadingR,HeadingH,Heading1B,Heading2B,Heading3B,HeadingHR,HeadingTB,HeadingOE,HeadingFC,HeadingBB,HeadingHP,HeadingHB,HeadingCO,HeadingSO,HeadingSH,HeadingSF,HeadingDP,HeadingSB,HeadingCS,HeadingRBI,HeadingCHS,HeadingLHS,HeadingC,HeadingA,HeadingE,HeadingPB,HeadingIP,HeadingER,HeadingWP,HeadingBk,HeadingPO,HeadingPickOff,HeadingBall,HeadingStrike,HeadingTP,HeadingGS,HeadingGF,HeadingCG,HeadingW,HeadingL,HeadingSv,HeadingSho,HeadingBA,HeadingFA,HeadingOBP,HeadingSLG,HeadingPP,HeadingRC,HeadingTA,HeadingSBA,HeadingCSA,HeadingRng,HeadingERA,HeadingSOG,HeadingWHIP,HeadingSPct,HeadingUser1,HeadingUser2,HeadingUser3,HeadingUser4,HeadingUser5,HeadingUserS1,HeadingUserS2,HeadingUserS3,HeadingUserS4,HeadingUserS5
1,"Pitching Statistics",,"May 2nd, 2025","Player",,,,,,,,,,,,,,,"BB",,,,,,,,,,,,,,,,,"IP",,,,,,,,,,,,"W","L",,,,,,,,,,,,,,,,,"IBB",,,,,,,,,
