ReportIDNumber,ReportTitle,TeamTitle,ReportDate,HeadingBatting,HeadingBatPA,HeadingBatAB,HeadingBatR,HeadingBatH,HeadingBat2B,HeadingBat3B,HeadingBatHR,HeadingBatTB,HeadingBatOE,HeadingBatFC,HeadingBatBB,HeadingBatHP,HeadingBatSO,HeadingBatSH,HeadingBatSF,HeadingBatDP,HeadingBatSB,HeadingBatCS,HeadingBatRBI,HeadingBatOBP,HeadingBatSLG,HeadingBatBA,HeadingPitching,HeadingPitchIP,HeadingPitchR,HeadingPitchER,HeadingPitchBF,HeadingPitchAB,HeadingPitchH,HeadingPitch2B,HeadingPitch3B,HeadingPitchHR,HeadingPitchBB,HeadingPitchHB,HeadingPitchSO,HeadingPitchWP,HeadingPitchBk,HeadingPitchPO,HeadingPitchB,HeadingPitchS,HeadingPitchTP,HeadingPitchOBP,HeadingPitchSLG,HeadingPitchBA,HeadingPitchERA
1,"Box Scores","Buckeyes (H) W25 - 9       Shorebirds (L) W25 - 17","May 2nd, 2025","Batting",,"AB","R","H","2B","3B","HR","TB","OE",,"BB",,,,"SF",,,,"RBI",,,"BA","Pitching","IP",,,,,,,,,"BB",,,,,,,,,,,,
