TeamNumber,GameNumber,GStatNumber,GameDate,GameType,Location,Innings,HomeTeam,Opponent,OpponentTeamNumber,OpponentGStatNumber,DP,Runs,RunsInning1,RunsInning2,RunsInning3,RunsInning4,RunsInning5,RunsInning6,RunsInning7,RunsInning8,RunsInning9,RunsInningX,OppRuns,OppRunsInning1,OppRunsInning2,OppRunsInning3,OppRunsInning4,OppRunsInning5,OppRunsInning6,OppRunsInning7,OppRunsInning8,OppRunsInning9,OppRunsInningX,Notes
173,12,1971,"03/04/15 00:00:00",1,"Buffalo Glen 9:00 field 3",7,1,"Islanders W15",177,0,0,3,1,0,0,0,2,0,0,0,0,0,16,0,4,5,2,0,5,0,0,0,0,
173,13,1989,"03/13/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,1,"Hurricanes W15",176,0,0,20,2,0,4,5,0,5,4,0,0,0,19,4,1,3,5,2,0,4,0,0,0,
173,14,1994,"03/18/15 00:00:00",1,"Buffalo Glen  10:30 field 3",7,0,"Flyers W15",175,0,0,16,3,5,1,2,0,3,2,0,0,0,10,0,1,0,1,5,1,2,0,0,0,
173,15,1999,"03/20/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Bruins W15",174,0,0,15,2,3,0,4,4,0,2,0,0,0,21,1,5,4,4,3,3,1,0,0,0,
174,1,1876,"01/07/15 00:00:00",1,"Buffalo Glen 9:00 Game Field 4",7,0,"Hurricanes W15",176,0,0,13,1,5,0,0,1,3,3,0,0,0,8,3,0,0,0,5,0,0,0,0,0,
174,2,1887,"01/09/15 00:00:00",1,"Buffalo Glen 10;00 field 4",7,1,"Flyers W15",175,0,0,26,5,5,2,5,4,5,0,0,0,0,14,0,3,0,2,6,3,0,0,0,0,
174,3,1903,"01/21/15 00:00:00",1,"Buffalo Glen 10:00 field 3",7,1,"Maple Leafs W15",178,0,0,5,0,0,4,0,0,0,1,0,0,0,10,0,0,0,1,2,2,5,0,0,0,
174,4,1909,"01/25/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,0,"Wings W15",181,0,0,22,1,4,4,3,0,2,8,0,0,0,11,0,2,3,2,2,2,0,0,0,0,
174,5,1921,"01/28/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,1,"Islanders W15",177,0,0,6,3,0,2,0,0,1,0,0,0,0,5,0,0,0,2,0,3,0,0,0,0,
174,6,1926,"01/30/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Solar Bears W15",180,0,0,11,5,0,2,3,0,1,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,
174,7,1937,"02/04/15 00:00:00",1,"Buffalo Glen 10:30 field 4",6,1,"Relics W15",179,0,0,8,2,2,0,1,3,0,0,0,0,0,23,2,3,5,4,4,5,0,0,0,0,
174,8,1943,"02/06/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,1,"Hurricanes W15",176,0,0,25,5,5,5,1,4,5,0,0,0,0,15,3,3,3,0,5,1,0,0,0,0,
174,9,1948,"02/11/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,0,"Flyers W15",175,0,0,24,3,2,2,3,0,5,9,0,0,0,23,4,3,0,1,6,5,4,0,0,0,
174,10,1957,"02/25/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,1,"Wings W15",181,0,0,15,1,5,1,4,1,0,3,0,0,0,17,1,2,4,5,0,1,4,0,0,0,
174,11,1968,"02/27/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,0,"Islanders W15",177,0,0,26,5,0,5,4,2,1,9,0,0,0,10,3,0,1,1,3,1,1,0,0,0,
174,12,1973,"03/04/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Solar Bears W15",180,0,0,10,0,1,3,2,1,0,3,0,0,0,13,1,0,3,0,5,1,3,0,0,0,
174,13,1978,"03/06/15 00:00:00",1,"Buffalo Glen",7,0,"Relics W15",179,0,0,16,0,3,2,3,3,5,0,0,0,0,9,2,3,0,0,4,0,0,0,0,0,
174,14,1987,"03/13/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,1,"Flyers W15",175,0,0,8,3,0,0,0,3,2,0,0,0,0,5,0,0,0,1,0,2,2,0,0,0,
174,15,1998,"03/20/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Avalanche W15",173,0,0,21,1,5,4,4,3,3,1,0,0,0,15,2,3,0,4,4,0,2,0,0,0,
174,16,2013,"03/25/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,1,"Maple Leafs W15",178,0,0,9,1,4,0,0,0,3,1,0,0,0,21,4,3,5,0,0,0,9,0,0,0,
175,1,1886,"01/09/15 00:00:00",1,"Buffalo Glen 10;00 field 4",7,0,"Bruins W15",174,0,0,14,0,3,0,2,6,3,0,0,0,0,26,5,5,2,5,4,5,0,0,0,0,
175,2,1891,"01/14/15 00:00:00",1,"Buffalo Glen 9:30 field 2",7,1,"Avalanche W15",173,0,0,10,1,1,0,0,0,3,5,0,0,0,12,0,0,2,5,0,0,5,0,0,0,
175,3,1901,"01/21/15 00:00:00",1,"Buffalo Glen 9:00 field 3",8,1,"Wings W15",181,0,0,14,0,2,0,2,3,4,0,3,0,0,22,0,1,0,0,5,1,4,11,0,0,
175,4,1911,"01/25/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,0,"Islanders W15",177,0,0,5,0,0,0,2,1,0,2,0,0,0,6,0,0,0,0,5,0,1,0,0,0,
175,5,1919,"01/28/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,1,"Solar Bears W15",180,0,0,14,0,2,5,5,1,0,1,0,0,0,15,0,1,0,4,3,3,4,0,0,0,
175,6,1928,"01/30/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,0,"Relics W15",179,0,0,19,4,1,4,2,0,3,5,0,0,0,24,5,5,5,2,3,4,0,0,0,0,
175,7,1931,"02/04/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Hurricanes W15",176,0,0,10,1,1,0,3,2,0,3,0,0,0,9,0,0,1,1,1,4,2,0,0,0,
175,8,1949,"02/11/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,1,"Bruins W15",174,0,0,23,4,3,0,1,6,5,4,0,0,0,24,3,2,2,3,0,5,9,0,0,0,
175,9,1959,"02/25/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,1,"Islanders W15",177,0,0,11,5,1,1,0,2,1,1,0,0,0,10,0,0,0,5,0,0,5,0,0,0,
175,10,1964,"02/27/15 00:00:00",1,"Buffalo Glen 9:00 field 3",7,0,"Solar Bears W15",180,0,0,10,2,0,4,0,1,0,3,0,0,0,17,2,0,5,4,2,4,0,0,0,0,
175,11,1977,"03/04/15 00:00:00",1,"Buffalo Glen 10:30 Field 3",7,1,"Relics W15",179,0,0,16,5,1,5,5,0,0,0,0,0,0,20,2,0,2,3,2,0,11,0,0,0,
175,12,1980,"03/06/15 00:00:00",1,"Buffalo Glen",7,0,"Hurricanes W15",176,0,0,15,2,1,2,0,5,4,1,0,0,0,19,3,0,5,6,5,0,0,0,0,0,
175,13,1986,"03/13/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,0,"Bruins W15",174,0,0,5,0,0,0,1,0,2,2,0,0,0,8,3,0,0,0,3,2,0,0,0,0,
175,14,1995,"03/18/15 00:00:00",1,"Buffalo Glen  10:30 field 3",7,1,"Avalanche W15",173,0,0,10,0,1,0,1,5,1,2,0,0,0,16,3,5,1,2,0,3,2,0,0,0,
175,15,2002,"03/20/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,0,"Maple Leafs W15",178,0,0,9,0,1,0,1,5,1,1,0,0,0,10,2,0,0,4,0,3,1,0,0,0,
175,16,2007,"03/25/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,1,"Wings W15",181,0,0,10,2,2,1,0,3,0,2,0,0,0,12,2,0,5,1,1,1,2,0,0,0,
176,1,1877,"01/07/15 00:00:00",1,"Buffalo Glen 9:00 Game Field 4",7,1,"Bruins W15",174,0,0,8,3,0,0,0,5,0,0,0,0,0,13,1,5,0,0,1,3,3,0,0,0,
176,2,1884,"01/09/15 00:00:00",1,"Buffalo Glen 9;00 field 1",7,0,"Avalanche W15",173,0,0,26,5,5,4,2,1,5,4,0,0,0,15,0,3,5,5,0,0,2,0,0,0,
176,3,1895,"01/14/15 00:00:00",1,"Buffalo Glen 10:00 field 1",7,1,"Maple Leafs W15",178,0,0,4,1,0,0,1,2,0,0,0,0,0,11,4,2,5,0,0,0,0,0,0,0,
176,4,1905,"01/21/15 00:00:00",1,"Buffalo Glen 10:00 field 4",7,1,"Islanders W15",177,0,0,14,5,0,0,1,3,5,0,0,0,0,17,1,1,3,5,1,5,1,0,0,0,
176,5,1906,"01/25/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Solar Bears W15",180,0,0,21,0,4,3,5,2,4,3,0,0,0,11,2,0,2,2,1,2,2,0,0,0,
176,6,1915,"01/28/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,1,"Relics W15",179,0,0,10,2,0,0,2,4,2,0,0,0,0,15,3,4,1,2,1,3,1,0,0,0,
176,7,1930,"02/04/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Flyers W15",175,0,0,9,0,0,1,1,1,4,2,0,0,0,10,1,1,0,3,2,0,3,0,0,0,
176,8,1942,"02/06/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,0,"Bruins W15",174,0,0,15,3,3,3,0,5,1,0,0,0,0,25,5,5,5,1,4,5,0,0,0,0,
176,9,1951,"02/11/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,1,"Avalanche W15",173,0,0,15,5,5,3,1,1,0,0,0,0,0,10,2,3,1,0,0,0,4,0,0,0,
176,10,1955,"02/25/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,1,"Solar Bears W15",180,0,0,11,0,0,4,5,0,0,2,0,0,0,12,0,1,0,5,1,2,3,0,0,0,
176,11,1966,"02/27/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Relics W15",179,0,0,4,2,0,0,0,2,0,0,0,0,0,14,0,1,4,1,5,3,0,0,0,0,
176,12,1981,"03/06/15 00:00:00",1,"Buffalo Glen",7,1,"Flyers W15",175,0,0,19,3,0,5,6,5,0,0,0,0,0,15,2,1,2,0,5,4,1,0,0,0,
176,13,1988,"03/13/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Avalanche W15",173,0,0,19,4,1,3,5,2,0,4,0,0,0,20,2,0,4,5,0,5,4,0,0,0,
176,14,1993,"03/18/15 00:00:00",1,"Buffalo Glen 9:00 field 3",8,1,"Maple Leafs W15",178,0,0,14,1,5,1,3,0,2,2,0,0,0,21,0,1,0,1,5,3,4,7,0,0,
176,15,2000,"03/20/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Wings W15",181,0,0,17,2,3,2,5,2,3,0,0,0,0,9,3,3,0,2,0,1,0,0,0,0,
176,16,2009,"03/25/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,1,"Islanders W15",177,0,0,16,5,4,1,0,1,5,0,0,0,0,15,1,0,3,2,0,5,4,0,0,0,
177,1,1875,"01/07/15 00:00:00",1,"Buffalo Glen 9:00 game Field 3",7,1,"Wings W15",181,0,0,11,2,0,3,5,0,0,1,0,0,0,18,0,1,1,5,5,0,6,0,0,0,
177,2,1892,"01/14/15 00:00:00",1,"Buffalo Glen 9:30 field 1",6,0,"Solar Bears W15",180,0,0,7,5,1,0,0,1,0,0,0,0,0,22,1,6,5,2,4,4,0,0,0,0,
177,3,1904,"01/21/15 00:00:00",1,"Buffalo Glen 10:00 field 4",7,0,"Hurricanes W15",176,0,0,17,1,1,3,5,1,5,1,0,0,0,14,5,0,0,1,3,5,0,0,0,0,
177,4,1912,"01/25/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,1,"Flyers W15",175,0,0,6,0,0,0,0,5,0,1,0,0,0,5,0,0,0,2,1,0,2,0,0,0,
177,5,1920,"01/28/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,0,"Bruins W15",174,0,0,5,0,0,0,2,0,3,0,0,0,0,6,3,0,2,0,0,1,0,0,0,0,
177,6,1923,"01/30/15 00:00:00",1,"Buffalo Glen 9:00 field 3",7,1,"Avalanche W15",173,0,0,16,3,5,3,0,0,5,0,0,0,0,13,3,1,4,5,0,0,0,0,0,0,
177,7,1934,"02/04/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,0,"Maple Leafs W15",178,0,0,4,0,1,1,0,0,0,2,0,0,0,15,4,5,1,0,0,5,0,0,0,0,
177,8,1938,"02/06/15 00:00:00",1,"Buffalo Glen 9:00 field1",7,0,"Wings W15",181,0,0,15,5,3,0,2,2,0,3,0,0,0,19,5,4,3,1,4,2,0,0,0,0,
177,9,1958,"02/25/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,0,"Flyers W15",175,0,0,10,0,0,0,5,0,0,5,0,0,0,11,5,1,1,0,2,1,1,0,0,0,
177,10,1969,"02/27/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,1,"Bruins W15",174,0,0,10,3,0,1,1,3,1,1,0,0,0,26,5,0,5,4,2,1,9,0,0,0,
177,11,1970,"03/04/15 00:00:00",1,"Buffalo Glen 9:00 field 3",7,0,"Avalanche W15",173,0,0,16,0,4,5,2,0,5,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,
177,12,1990,"03/18/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Solar Bears W15",180,0,0,11,5,0,0,4,1,1,0,0,0,0,12,1,0,4,0,6,0,1,0,0,0,
177,13,2005,"03/20/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,1,"Relics W15",179,0,0,12,1,0,3,5,2,1,0,0,0,0,16,0,0,5,0,5,0,6,0,0,0,
177,14,2008,"03/25/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,0,"Hurricanes W15",176,0,0,15,1,0,3,2,0,5,4,0,0,0,16,5,4,1,0,1,5,0,0,0,0,
178,1,1880,"01/07/15 00:00:00",1,"Buffalo Glen 10:30 Field 4",7,0,"Solar Bears W15",180,0,0,17,5,0,1,0,4,2,5,0,0,0,5,0,0,0,2,2,1,0,0,0,0,
178,2,1883,"01/09/15 00:00:00",1,"Buffalo Glen 9;00 field 4",0,1,"Relics W15",179,0,0,8,0,1,1,0,0,3,3,0,0,0,20,4,0,4,5,0,5,2,0,0,0,
178,3,1894,"01/14/15 00:00:00",1,"Buffalo Glen 10:00 field 1",7,0,"Hurricanes W15",176,0,0,11,4,2,5,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,
178,4,1902,"01/21/15 00:00:00",1,"Buffalo Glen 10:00 field 3",7,0,"Bruins W15",174,0,0,10,0,0,0,1,2,2,5,0,0,0,5,0,0,4,0,0,0,1,0,0,0,
178,5,1913,"01/25/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,1,"Avalanche W15",173,0,0,21,4,0,2,5,5,1,4,0,0,0,20,5,1,5,0,5,4,0,0,0,0,
178,6,1924,"01/30/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,0,"Wings W15",181,0,0,19,5,4,3,2,5,0,0,0,0,0,15,5,5,0,0,1,4,0,0,0,0,
178,7,1935,"02/04/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,1,"Islanders W15",177,0,0,15,4,5,1,0,0,5,0,0,0,0,4,0,1,1,0,0,0,2,0,0,0,
178,8,1941,"02/06/15 00:00:00",1,"Buffalo Glen 9:00 field 4",5,1,"Solar Bears W15",180,0,0,23,5,5,5,5,3,0,0,0,0,0,8,0,0,4,3,1,0,0,0,0,0,
178,9,1946,"02/11/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,0,"Relics W15",179,0,0,8,0,0,0,2,2,4,0,0,0,0,12,0,0,1,2,5,4,0,0,0,0,
178,10,1960,"02/25/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Avalanche W15",173,0,0,23,1,1,5,1,4,5,6,0,0,0,12,1,2,2,3,1,3,0,0,0,0,
178,11,1975,"03/04/15 00:00:00",1,"Buffalo Glen 10:30 field 4",5,1,"Wings W15",181,0,0,16,5,4,0,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
178,12,1985,"03/13/15 00:00:00",1,"Buffalo gle 9:00 field 2",7,1,"Relics W15",179,0,0,10,0,0,1,0,3,5,1,0,0,0,9,2,1,1,4,0,0,1,0,0,0,
178,13,1992,"03/18/15 00:00:00",1,"Buffalo Glen 9:00 field 3",8,0,"Hurricanes W15",176,0,0,21,0,1,0,1,5,3,4,7,0,0,14,1,5,1,3,0,2,2,0,0,0,
178,14,2003,"03/20/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,1,"Flyers W15",175,0,0,10,2,0,0,4,0,3,1,0,0,0,9,0,1,0,1,5,1,1,0,0,0,
178,15,2012,"03/25/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Bruins W15",174,0,0,21,4,3,5,0,0,0,9,0,0,0,9,1,4,0,0,0,3,1,0,0,0,
179,1,1879,"01/07/15 00:00:00",1,"Buffalo Glen 10:30  Field 3",7,1,"Avalanche W15",173,0,0,14,2,1,5,1,3,2,0,0,0,0,13,1,6,0,0,3,1,2,0,0,0,
179,2,1882,"01/09/15 00:00:00",1,"Buffalo Glen 9;00 field 4",0,0,"Maple Leafs W15",178,0,0,20,4,0,4,5,0,5,2,0,0,0,8,0,1,1,0,0,3,3,0,0,0,
179,3,1897,"01/14/15 00:00:00",1,"Buffalo Glen 10:00 field 2",7,1,"Wings W15",181,0,0,13,3,0,5,3,0,2,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,
179,4,1899,"01/21/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Solar Bears W15",180,0,0,14,3,2,5,0,0,4,0,0,0,0,25,5,2,5,5,5,2,1,0,0,0,
179,5,1914,"01/28/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,0,"Hurricanes W15",176,0,0,15,3,4,1,2,1,3,1,0,0,0,10,2,0,0,2,4,2,0,0,0,0,
179,6,1929,"01/30/15 00:00:00",1,"Buffalo Glen 10:30 field 3",7,1,"Flyers W15",175,0,0,24,5,5,5,2,3,4,0,0,0,0,19,4,1,4,2,0,3,5,0,0,0,
179,7,1936,"02/04/15 00:00:00",1,"Buffalo Glen 10:30 field 4",6,0,"Bruins W15",174,0,0,23,2,3,5,4,4,5,0,0,0,0,8,2,2,0,1,3,0,0,0,0,0,
179,8,1944,"02/06/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,0,"Avalanche W15",173,0,0,17,2,0,2,0,3,6,4,0,0,0,20,2,2,4,5,5,2,0,0,0,0,
179,9,1947,"02/11/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,1,"Maple Leafs W15",178,0,0,12,0,0,1,2,5,4,0,0,0,0,8,0,0,0,2,2,4,0,0,0,0,
179,10,1967,"02/27/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,1,"Hurricanes W15",176,0,0,14,0,1,4,1,5,3,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,
179,11,1976,"03/04/15 00:00:00",1,"Buffalo Glen 10:30 Field 3",7,0,"Flyers W15",175,0,0,20,2,0,2,3,2,0,11,0,0,0,16,5,1,5,5,0,0,0,0,0,0,
179,12,1979,"03/06/15 00:00:00",1,"Buffalo Glen",7,1,"Bruins W15",174,0,0,9,2,3,0,0,4,0,0,0,0,0,16,0,3,2,3,3,5,0,0,0,0,
179,13,1984,"03/13/15 00:00:00",1,"Buffalo gle 9:00 field 2",7,0,"Maple Leafs W15",178,0,0,9,2,1,1,4,0,0,1,0,0,0,10,0,0,1,0,3,5,1,0,0,0,
179,14,1997,"03/18/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,1,"Wings W15",181,0,0,23,3,5,2,5,3,5,0,0,0,0,12,0,0,0,5,2,5,0,0,0,0,
179,15,2004,"03/20/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,0,"Islanders W15",177,0,0,16,0,0,5,0,5,0,6,0,0,0,12,1,0,3,5,2,1,0,0,0,0,
179,16,2011,"03/25/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,1,"Solar Bears W15",180,0,0,19,1,5,5,4,4,0,0,0,0,0,7,2,3,0,0,1,0,1,0,0,0,
180,1,1881,"01/07/15 00:00:00",1,"Buffalo Glen 10:30 Field 4",7,1,"Maple Leafs W15",178,0,0,5,0,0,0,2,2,1,0,0,0,0,17,5,0,1,0,4,2,5,0,0,0,
180,2,1888,"01/09/15 00:00:00",1,"Buffalo Glen 10;00 field 1",7,0,"Wings W15",181,0,0,18,0,0,5,5,0,6,2,0,0,0,17,4,5,0,2,0,3,3,0,0,0,
180,3,1893,"01/14/15 00:00:00",1,"Buffalo Glen 9:30 field 1",6,1,"Islanders W15",177,0,0,22,1,6,5,2,4,4,0,0,0,0,7,5,1,0,0,1,0,0,0,0,0,
180,4,1898,"01/21/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Relics W15",179,0,0,25,5,2,5,5,5,2,1,0,0,0,14,3,2,5,0,0,4,0,0,0,0,
180,5,1907,"01/25/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Hurricanes W15",176,0,0,11,2,0,2,2,1,2,2,0,0,0,21,0,4,3,5,2,4,3,0,0,0,
180,6,1918,"01/28/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Flyers W15",175,0,0,15,0,1,0,4,3,3,4,0,0,0,14,0,2,5,5,1,0,1,0,0,0,
180,7,1927,"01/30/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,1,"Bruins W15",174,0,0,4,1,1,1,0,0,1,0,0,0,0,11,5,0,2,3,0,1,0,0,0,0,
180,8,1932,"02/04/15 00:00:00",1,"Buffalo Glen 9:00 field 3",7,0,"Avalanche W15",173,0,0,15,3,3,1,5,1,2,0,0,0,0,16,2,5,1,3,0,5,0,0,0,0,
180,9,1940,"02/06/15 00:00:00",1,"Buffalo Glen 9:00 field 4",5,0,"Maple Leafs W15",178,0,0,8,0,0,4,3,1,0,0,0,0,0,23,5,5,5,5,3,0,0,0,0,0,
180,10,1953,"02/11/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,1,"Wings W15",181,0,0,9,0,4,1,1,2,1,0,0,0,0,4,0,0,2,0,1,1,0,0,0,0,
180,11,1954,"02/25/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,0,"Hurricanes W15",176,0,0,12,0,1,0,5,1,2,3,0,0,0,11,0,0,4,5,0,0,2,0,0,0,
180,12,1965,"02/27/15 00:00:00",1,"Buffalo Glen 9:00 field 3",7,1,"Flyers W15",175,0,0,17,2,0,5,4,2,4,0,0,0,0,10,2,0,4,0,1,0,3,0,0,0,
180,13,1972,"03/04/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,0,"Bruins W15",174,0,0,13,1,0,3,0,5,1,3,0,0,0,10,0,1,3,2,1,0,3,0,0,0,
180,14,1982,"03/13/15 00:00:00",1,"Buffalo Glen 9:30 field 3",7,0,"Wings W15",181,0,0,13,3,0,5,2,0,3,0,0,0,0,12,1,1,1,1,3,5,0,0,0,0,
180,15,1991,"03/18/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Islanders W15",177,0,0,12,1,0,4,0,6,0,1,0,0,0,11,5,0,0,4,1,1,0,0,0,0,
180,16,2010,"03/25/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,0,"Relics W15",179,0,0,7,2,3,0,0,1,0,1,0,0,0,19,1,5,5,4,4,0,0,0,0,0,
181,1,1874,"01/07/15 00:00:00",1,"Buffalo Glen 9:00 game Field 3",7,0,"Islanders W15",177,0,0,18,0,1,1,5,5,0,6,0,0,0,11,2,0,3,5,0,0,1,0,0,0,
181,2,1889,"01/09/15 00:00:00",1,"Buffalo Glen 10;00 field 1",7,1,"Solar Bears W15",180,0,0,17,4,5,0,2,0,3,3,0,0,0,18,0,0,5,5,0,6,2,0,0,0,
181,3,1896,"01/14/15 00:00:00",1,"Buffalo Glen 10:00 field 2",7,0,"Relics W15",179,0,0,7,3,4,0,0,0,0,0,0,0,0,13,3,0,5,3,0,2,0,0,0,0,
181,4,1900,"01/21/15 00:00:00",1,"Buffalo Glen 9:00 field 3",8,0,"Flyers W15",175,0,0,22,0,1,0,0,5,1,4,11,0,0,14,0,2,0,2,3,4,0,3,0,0,
181,5,1910,"01/25/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,1,"Bruins W15",174,0,0,11,0,2,3,2,2,2,0,0,0,0,22,1,4,4,3,0,2,8,0,0,0,
181,6,1916,"01/28/15 00:00:00",1,"Buffalo Glen 10:30 field 1",7,0,"Avalanche W15",173,0,0,20,1,5,5,4,2,2,1,0,0,0,16,5,2,0,6,0,3,0,0,0,0,
181,7,1925,"01/30/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,1,"Maple Leafs W15",178,0,0,15,5,5,0,0,1,4,0,0,0,0,19,5,4,3,2,5,0,0,0,0,0,
181,8,1939,"02/06/15 00:00:00",1,"Buffalo Glen 9:00 field1",7,1,"Islanders W15",177,0,0,19,5,4,3,1,4,2,0,0,0,0,15,5,3,0,2,2,0,3,0,0,0,
181,9,1952,"02/11/15 00:00:00",1,"Buffalo Glen 10:30 field 2",7,0,"Solar Bears W15",180,0,0,4,0,0,2,0,1,1,0,0,0,0,9,0,4,1,1,2,1,0,0,0,0,
181,10,1956,"02/25/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,0,"Bruins W15",174,0,0,17,1,2,4,5,0,1,4,0,0,0,15,1,5,1,4,1,0,3,0,0,0,
181,11,1963,"02/27/15 00:00:00",1,"Buffalo Glen 9:00 field 2",7,1,"Avalanche W15",173,0,0,10,5,0,2,0,1,2,0,0,0,0,7,3,2,0,1,1,0,0,0,0,0,
181,12,1974,"03/04/15 00:00:00",1,"Buffalo Glen 10:30 field 4",5,0,"Maple Leafs W15",178,0,0,1,0,1,0,0,0,0,0,0,0,0,16,5,4,0,3,4,0,0,0,0,0,
181,13,1983,"03/13/15 00:00:00",1,"Buffalo Glen 9:30 field 3",7,1,"Solar Bears W15",180,0,0,12,1,1,1,1,3,5,0,0,0,0,13,3,0,5,2,0,3,0,0,0,0,
181,14,1996,"03/18/15 00:00:00",1,"Buffalo Glen 10:30 field 4",7,0,"Relics W15",179,0,0,12,0,0,0,5,2,5,0,0,0,0,23,3,5,2,5,3,5,0,0,0,0,
181,15,2001,"03/20/15 00:00:00",1,"Buffalo Glen 9:00 field 4",7,1,"Hurricanes W15",176,0,0,9,3,3,0,2,0,1,0,0,0,0,17,2,3,2,5,2,3,0,0,0,0,
181,16,2006,"03/25/15 00:00:00",1,"Buffalo Glen 9:00 field 1",7,0,"Flyers W15",175,0,0,12,2,0,5,1,1,1,2,0,0,0,10,2,2,1,0,3,0,2,0,0,0,
182,1,2030,"09/09/15 00:00:00",1,"Buffalo Glen 9am field 2",7,1,"Mighty Ducks F15",189,0,0,16,4,4,0,3,0,5,0,0,0,0,10,4,0,1,2,3,0,0,0,0,0,
182,2,2037,"09/11/15 00:00:00",1,"buffalo glen 9:00 field 2",7,0,"Flyers F15",183,0,0,23,0,5,2,0,6,5,5,0,0,0,16,5,2,1,1,3,4,0,0,0,0,
182,3,2052,"09/16/15 00:00:00",1,"buffalo glen field 3 10:30",7,1,"Maple Leafs F15",188,0,0,15,3,5,1,5,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,
